id,date,month,year,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
8976,3/29/2011,3,2011,North,TV,Seasonal,Premium,6.96,0.29,0.26,493,11053,0.00,3.38,1.00,7,1006.92,273.12
8977,8/22/2010,8,2010,North,TV,Lighting,Premium,19.90,9.95,0.18,226,6161,0.14,5.13,-1.37,7,1493.68,48.88
8978,8/4/2010,8,2010,North,Social Media,Seasonal,Premium,25.20,2.1,0.08,52,1117,0.02,3.17,-1.37,60,1075.18,86.45
8979,10/31/2011,10,2011,North,Search,General,Premium,16.60,4.15,0.23,204,3956,0.04,7.47,-0.37,21,9691.77,91.48
8980,11/1/2010,11,2010,North,Search,Seasonal,Premium,2.52,0.42,0.03,361,8577,0.17,6.25,0.37,90,5231.54,325.00
8981,3/7/2010,3,2010,North,Affiliate,General,Premium,7.65,0.85,0.06,101,704,0.05,1.89,1.00,28,28.15,156.94
8982,1/14/2011,1,2011,North,Email,General,Premium,1.25,1.25,0.33,490,10358,0.02,6.3,1.37,28,1897.09,125.02
8983,11/2/2010,11,2010,North,Social Media,Seasonal,Premium,17.40,1.45,0.45,582,6112,0.05,6.29,0.37,28,1620.04,173.97
8984,11/24/2011,11,2011,North,Email,General,Premium,2.95,2.95,0.13,105,1969,0.05,6.07,0.37,0,52990.75,103.34
8985,11/7/2011,11,2011,North,Email,Seasonal,Premium,14.04,0.39,0.57,197,6786,0.01,3.02,0.37,30,916.24,225.97
8986,8/8/2011,8,2011,North,Social Media,Storage,Premium,13.20,0.55,0.10,614,12843,0.21,0.68,-1.37,7,2591.5,299.32
8987,11/15/2011,11,2011,North,Social Media,General,Standard,2.08,2.08,0.21,69,736,0.07,5.22,0.37,28,838.67,106.50
8988,8/12/2011,8,2011,North,Social Media,Storage,Premium,13.20,0.55,0.00,366,3233,0.01,1.27,-1.37,0,222496.25,225.02
8989,10/14/2010,10,2010,North,Email,Stationery,Premium,17.70,2.95,0.19,701,17801,0.20,4.26,-0.37,0,751.31,155.11
8990,10/28/2011,10,2011,North,Search,Storage,Premium,15.60,1.95,0.60,418,10646,0.01,3.84,-0.37,28,10867.4,101.96
8991,4/30/2010,4,2010,North,Social Media,Storage,Premium,10.20,0.85,0.00,601,12665,0.06,3.61,0.37,0,7077.6,240.84
8992,12/5/2010,12,2010,North,Affiliate,Lighting,Premium,76.32,1.06,0.47,226,7505,0.11,3.14,1.00,30,6145.98,174.17
8993,8/3/2010,8,2010,North,Social Media,Seasonal,Standard,17.40,1.45,0.17,341,6009,0.06,2.31,-1.37,28,238.05,130.09
8994,9/21/2010,9,2010,North,Email,General,Premium,13.20,1.65,0.50,472,5720,0.12,1.17,-1.00,0,0,144.77
8995,12/2/2010,12,2010,North,Affiliate,General,Premium,27.80,6.95,0.51,365,11181,0.02,3.83,1.00,0,54147.82,89.72
8996,11/3/2011,11,2011,North,Social Media,General,Premium,12.48,2.08,0.12,46,302,0.04,6.84,0.37,90,2209.36,112.97
8997,08/19/2011,8,2011,North,Influencer,General,Premium,12.60,2.1,0.30,228,5482,0.08,3.6,-1.37,28,6315.98,107.80
8998,5/3/2011,5,2011,North,Social Media,General,Premium,0.85,0.85,0.15,12,345,0.06,9.37,-0.37,14,38792.03,92.14
8999,3/17/2011,3,2011,North,Email,General,Standard,17.85,5.95,0.08,460,21185,0.00,6.63,1.00,60,930.99,111.65
9000,11/20/2011,11,2011,North,Email,General,Premium,2.10,2.1,0.29,521,5439,0.02,5.88,0.37,0,981.4,112.43
9001,1/31/2011,1,2011,North,Search,General,Premium,10.20,0.85,0.14,445,9915,0.02,3.17,1.37,28,4409.08,217.74
9002,6/10/2011,6,2011,North,Affiliate,Stationery,Premium,5.04,0.42,0.10,148,5220,0.06,3.94,-1.00,60,6013.76,193.64
9003,3/7/2010,3,2010,North,Social Media,Storage,Premium,4.20,2.1,0.17,170,3177,0.00,1.71,1.00,7,160.25,130.89
9004,8/2/2010,8,2010,North,Social Media,General,Premium,19.80,1.65,0.27,426,4474,0.02,6.99,-1.37,60,6472.05,100.75
9005,1/15/2010,1,2010,North,Affiliate,General,Premium,0.00,1.25,0.23,306,6275,0.16,3.01,1.37,21,679.35,159.52
9006,9/3/2010,9,2010,North,Social Media,General,Standard,15.90,7.95,0.12,103,4720,0.20,2.27,-1.00,30,318.65,107.21
9007,2/28/2011,2,2011,North,Social Media,General,Standard,8.85,2.95,0.09,631,8175,0.08,4.23,1.37,28,203.35,158.46
9008,12/3/2009,12,2009,North,Affiliate,Seasonal,Budget,0.29,0.29,0.40,493,8154,0.02,4.93,1.00,0,103.45,269.47
9009,3/29/2010,3,2010,North,Affiliate,Stationery,Premium,3.75,1.25,0.43,641,0,0.05,3.97,1.00,28,1446.04,142.24
9010,5/6/2011,5,2011,North,Affiliate,General,Premium,34.00,8.5,0.00,0,2721,0.03,4.29,-0.37,28,5060.93,77.11
9011,12/9/2010,12,2010,North,Affiliate,Stationery,Premium,766.70,0.55,0.10,363,4276,0.05,4.52,1.00,30,2834.9,261.68
9012,10/17/2010,10,2010,North,Email,General,Premium,3.40,0.85,0.43,290,13156,0.04,6.9,-0.37,14,537.45,134.25
9013,11/9/2010,11,2010,North,Social Media,Storage,Premium,264.00,2.75,0.56,0,4133,0.02,4.98,0.37,90,14224.52,153.66
9014,11/28/2011,11,2011,North,Search,General,Premium,9.84,2.46,0.17,71,1438,0.09,5.59,0.37,30,54125.83,138.36
9015,9/15/2010,9,2010,North,Social Media,General,Premium,40.56,1.69,0.14,210,2191,0.06,5.17,-1.00,30,18963.2,119.66
9016,12/3/2009,12,2009,North,Social Media,Lighting,Standard,20.40,0.85,0.10,281,3664,0.06,0,1.00,21,287.37,224.07
9017,11/4/2011,11,2011,North,TV,General,Premium,8.25,8.25,0.22,103,1071,0.12,2.11,0.37,21,61768.56,115.51
9018,12/18/2009,12,2009,North,Email,Storage,Premium,30.00,1.25,0.07,689,13405,0.01,6.41,1.00,60,794.75,177.86
9019,12/6/2009,12,2009,North,TV,Seasonal,Premium,30.00,1.25,0.14,414,10684,0.26,3.72,1.00,90,254.5,193.29
9020,5/19/2010,5,2010,North,Email,General,Premium,13.50,6.75,0.17,266,3635,0.05,5.97,-0.37,60,405.38,81.83
9021,4/28/2010,4,2010,North,Social Media,Kitchen,Premium,10.20,0.85,0.33,328,6880,0.02,2.77,0.37,14,859.08,203.12
9022,11/4/2010,11,2010,North,Search,General,Premium,5.00,1.25,0.03,200,7301,0.00,5.39,0.37,14,6271.17,154.84
9023,5/23/2010,5,2010,North,Email,Stationery,Premium,0.00,4.95,0.11,329,4436,0.01,4.19,-0.37,30,2926.701,97.39
9024,3/7/2010,3,2010,North,Email,General,Premium,8.75,1.25,0.06,231,2769,0.12,6.55,1.00,14,280.95,161.56
9025,8/23/2011,8,2011,North,TV,General,Premium,15.90,7.95,0.00,451,4563,0.07,3.27,-1.37,30,11477.57,58.57
9026,10/8/2010,10,2010,North,Affiliate,General,Standard,79.20,1.65,0.12,616,6326,0.18,6.68,-0.37,7,1398.27,162.69
9027,8/24/2011,8,2011,North,Email,Seasonal,Premium,19.80,1.65,0.42,168,3338,0.01,1.11,-1.37,0,8875.84,88.15
9028,9/5/2011,9,2011,North,TV,General,Premium,15.00,3.75,0.09,195,3850,0.02,1.27,-1.00,90,8344.04,93.11
9029,8/3/2011,8,2011,North,Email,General,Premium,15.00,15,0.27,63,1221,0.02,3.69,-1.37,90,1300.65,36.86
9030,11/23/2011,11,2011,North,Social Media,Lighting,Premium,9.90,1.65,0.08,415,8876,0.00,3.9,0.37,14,10915.07,161.12
9031,11/19/2010,11,2010,North,Email,Seasonal,Premium,17.85,5.95,0.17,661,7655,0.13,4.53,0.37,30,2881.24,128.26
9032,7/21/2010,7,2010,North,Search,Seasonal,Premium,10.08,0.42,0.02,361,7972,0.09,5.98,-1.37,7,1843.9,222.90
9033,10/31/2010,10,2010,North,TV,General,Premium,4.20,2.1,0.13,319,6546,0.10,4.69,-0.37,28,1142.29,107.74
9034,4/14/2011,4,2011,North,Search,General,Premium,19.50,3.25,0.19,46,1894,0.05,5.26,0.37,30,5032.2,102.43
9035,6/22/2010,6,2010,South,Email,General,Premium,41.70,6.95,0.09,126,2440,0.04,2.28,-1.00,90,1699.63,79.12
9036,11/23/2010,11,2010,North,TV,General,Premium,15.00,1.25,0.12,182,6208,0.04,1.1,0.37,30,839.27,149.83
9037,9/2/2011,9,2011,North,Email,General,Standard,3.90,1.95,0.14,169,12758,0.05,1.03,-1.00,7,434.64,108.81
9038,10/4/2010,10,2010,North,TV,General,Premium,136.00,8.5,0.19,346,21397,0.04,2.92,-0.37,7,660.68,69.54
9039,12/2/2010,12,2010,North,Email,Storage,Premium,39.60,1.65,0.09,240,8599,0.00,6.59,1.00,90,5237.77,156.24
9040,11/4/2010,11,2010,North,Search,Storage,Premium,15.00,1.25,0.19,689,8564,0.04,6.97,0.37,30,3739.9,185.78
9041,12/20/2009,12,2009,North,Search,Lighting,Premium,90.00,1.25,0.09,0,1492,0.09,4.75,1.00,21,679.22,193.48
9042,5/18/2010,5,2010,North,Influencer,Seasonal,Premium,25.50,12.75,0.19,471,7583,0.00,1.9,-0.37,90,798.03,109.10
9043,11/25/2010,11,2010,North,Search,Kitchen,Premium,2.50,1.25,0.13,377,4274,0.03,3.65,0.37,14,3191.18,159.78
9044,8/31/2011,8,2011,North,Social Media,General,Premium,8.75,1.25,0.55,490,12713,0.00,6.87,-1.37,0,7646.28,108.35
9045,11/19/2010,11,2010,North,Email,General,Standard,1.25,1.25,0.46,177,7721,0.06,6.14,0.37,90,224.29,105.45
9046,8/15/2010,8,2010,North,TV,General,Premium,17.70,2.95,0.26,78,1108,0.00,0,-1.37,60,341.99,41.03
9047,3/11/2010,3,2010,North,Email,General,Premium,2.10,2.1,0.29,42,361,0.01,5.09,1.00,28,11062.95,64.99
9048,5/5/2011,5,2011,North,Influencer,Storage,Premium,8.85,2.95,0.04,256,3259,0.09,5.04,-0.37,7,7628.32,128.56
9049,4/29/2010,4,2010,North,Influencer,Storage,Premium,2.50,1.25,0.06,312,6187,0.00,5.6,0.37,7,0,140.22
9050,11/4/2010,11,2010,North,Influencer,Storage,Premium,19.50,1.95,0.27,450,15156,0.10,4.06,0.37,7,2795.08,176.03
9051,12/2/2010,12,2010,North,Social Media,General,Premium,31.20,0.65,0.06,309,4436,0.04,1.09,1.00,21,2982.04,271.64
9052,2/15/2011,2,2011,North,Affiliate,General,Premium,0.00,1.45,0.06,558,7737,0.16,2.77,1.37,60,11397.7,216.39
9053,1/4/2011,1,2011,North,Search,Storage,Premium,0.55,0.55,0.55,822,20189,0.08,2.45,1.37,90,2001.29,270.52
9054,5/9/2010,5,2010,North,Social Media,Lighting,Standard,3.75,3.75,0.20,139,2437,0.07,1.32,-0.37,60,128.82,136.33
9055,11/15/2011,11,2011,North,Social Media,General,Premium,14.85,4.95,0.22,717,5554,0.03,1.53,0.37,7,1501.3,139.50
9056,6/22/2011,6,2011,North,Affiliate,Stationery,Premium,5.04,0.42,0.17,54,2375,0.05,4.5,-1.00,14,1125.39,131.41
9057,5/11/2010,5,2010,North,Affiliate,Storage,Premium,8.25,1.65,0.28,333,8702,0.00,7.46,-0.37,60,999.6,108.98
9058,3/2/2010,3,2010,North,Search,Storage,Premium,15.00,1.25,0.33,689,19655,0.00,4.67,1.00,60,206.85,189.39
9059,5/25/2010,5,2010,North,Email,Stationery,Premium,6.35,6.35,0.02,11,124,0.02,7.72,-0.37,14,13769.84,71.92
9060,10/10/2010,10,2010,North,Influencer,General,Standard,2.10,2.1,0.06,185,1160,0.00,5.84,-0.37,90,415.2,111.33
9061,6/2/2010,6,2010,North,Affiliate,Seasonal,Premium,1.45,1.45,0.33,60,1836,0.02,5.67,-1.00,21,14720.59,73.74
9062,12/9/2010,12,2010,North,Email,General,Premium,7.25,1.45,0.14,420,3611,0.01,2.71,1.00,7,13436.77,142.59
9063,12/8/2009,12,2009,North,Email,Storage,Standard,0.00,2.25,0.36,241,7417,0.03,3.42,1.00,28,123.15,110.13
9064,10/25/2011,10,2011,North,Social Media,Storage,Standard,45.00,3.75,0.27,136,1972,0.02,4.62,-0.37,7,1362.18,79.47
9065,1/21/2010,1,2010,North,Influencer,General,Premium,1.70,0.85,0.49,98,2953,0.08,6.38,1.37,90,13.75,135.67
9066,6/6/2010,6,2010,North,Affiliate,General,Standard,2.95,2.95,0.37,209,2072,0.14,1.38,-1.00,30,14.05,92.28
9067,9/21/2011,9,2011,North,Social Media,Storage,Premium,179.00,1.79,0.15,326,15579,0.03,3.39,-1.00,90,103275.98,149.66
9068,12/1/2009,12,2009,North,TV,General,Budget,1670.54,1.25,0.29,253,8034,0.05,4.52,1.00,30,161.12,166.81
9069,1/9/2011,1,2011,North,Email,Storage,Premium,39.00,0.65,0.29,307,5244,0.00,3.24,1.37,7,20458.5,214.76
9070,12/13/2010,12,2010,North,Affiliate,Kitchen,Premium,15.00,1.25,0.28,377,12881,0.05,2.38,1.00,30,1155.05,162.20
9071,12/1/2009,12,2009,North,Affiliate,Kitchen,Premium,2.50,1.25,0.35,98,4326,0.03,4.55,1.00,28,97.1,104.65
9072,5/11/2010,5,2010,North,Email,Storage,Premium,19.50,1.95,0.07,371,13073,0.01,0.23,-0.37,60,1799.05,175.26
9073,10/17/2010,10,2010,North,TV,General,Premium,1837.95,1.25,0.31,124,1187,0.04,2.84,-0.37,60,868.14,135.86
9074,4/13/2011,4,2011,North,Social Media,General,Premium,13.75,0.55,0.05,443,9794,0.12,3.57,0.37,0,5371.4,312.07
9075,11/16/2010,11,2010,North,Email,Stationery,Premium,8.50,8.5,0.38,229,5162,0.07,1.45,0.37,28,1885.74,104.73
9076,1/23/2011,1,2011,North,Social Media,General,Premium,7.80,1.95,0.31,209,19596,0.02,0.82,1.37,14,2997.86,150.88
9077,10/13/2011,10,2011,North,Search,General,Premium,9.90,1.65,0.25,426,5147,0.04,0,-0.37,0,1471.59,145.45
9078,6/21/2010,6,2010,North,Email,General,Standard,11.90,5.95,0.02,16,503,0.09,7.71,-1.00,28,289.9,51.55
9079,4/23/2010,4,2010,North,Search,Storage,Premium,9.90,1.65,0.54,163,1776,0.06,7.75,0.37,0,10024.22,118.12
9080,8/23/2010,8,2010,North,Search,Seasonal,Premium,90.00,1.25,0.00,662,12857,0.00,4.09,-1.37,30,24571.28,120.52
9081,2/19/2010,2,2010,North,Email,Storage,Premium,66.00,1.65,0.28,790,15669,0.07,3.71,1.37,14,5091.45,171.46
9082,9/11/2011,9,2011,North,Search,Seasonal,Premium,995.08,2.95,0.12,23,572,0.03,4.36,-1.00,0,8472.81,55.25
9083,12/1/2010,12,2010,North,Affiliate,General,Premium,3.30,1.65,0.13,78,764,0.04,4.57,1.00,60,1890.68,119.77
9084,7/9/2010,7,2010,North,Email,General,Premium,17.70,2.95,0.60,314,10444,0.02,2.44,-1.37,60,1255.35,51.96
9085,9/30/2011,9,2011,North,Social Media,General,Premium,1724.07,0.29,0.19,91,2810,0.07,9.24,-1.00,0,6698.83,206.87
9086,11/20/2011,11,2011,North,Influencer,Storage,Premium,20.80,2.08,0.28,504,20755,0.02,6.09,0.37,28,7362.46,145.13
9087,6/7/2010,6,2010,North,Search,General,Premium,5.85,1.95,0.06,201,7285,0.04,6.08,-1.00,30,752.67,111.41
9088,8/5/2010,8,2010,North,Search,Storage,Standard,3.75,1.25,0.28,500,19924,0.02,2.36,-1.37,7,299.3,136.88
9089,8/17/2011,8,2011,North,Email,Stationery,Standard,17.40,1.45,0.43,256,6476,0.03,6.94,-1.37,30,1610.36,78.47
9090,6/17/2011,6,2011,North,Social Media,General,Premium,1.70,0.85,0.38,158,2336,0.10,3.4,-1.00,60,8533.54,174.03
9091,9/1/2010,9,2010,South,Email,Seasonal,Premium,2.60,0.65,0.19,156,2464,0.04,2.75,-1.00,14,1942.69,134.98
9092,7/25/2011,7,2011,North,Influencer,General,Standard,12.60,2.1,0.11,319,8688,0.14,0.59,-1.37,30,826.37,172.01
9093,9/8/2011,9,2011,North,Email,General,Premium,19.80,4.95,0.47,269,6509,0.01,3.47,-1.00,90,5677.14,59.30
9094,5/20/2011,5,2011,North,Search,General,Premium,50.88,1.06,0.42,420,9723,0.06,4.54,-0.37,21,2154.74,175.01
9095,9/4/2011,9,2011,North,Search,Storage,Standard,2.08,2.08,0.25,549,7976,0.02,2.51,-1.00,90,666.73,130.00
9096,12/2/2011,12,2011,North,Influencer,General,Premium,4.68,0.39,0.03,0,8959,0.03,3.18,1.00,21,9677.33,294.93
9097,10/7/2010,10,2010,North,Email,Seasonal,Premium,16.95,16.95,0.14,104,1189,0.10,0.82,-0.37,7,717.29,97.48
9098,10/3/2010,10,2010,North,Affiliate,Seasonal,Premium,1.25,1.25,0.19,387,6203,0.15,6.36,-0.37,90,117.62,145.85
9099,4/12/2010,4,2010,North,Social Media,Storage,Premium,17.70,2.95,0.12,91,1440,0.07,3.17,0.37,21,1358.16,133.10
9100,11/15/2011,11,2011,North,Social Media,General,Standard,0.85,0.85,0.06,225,2793,0.02,6.73,0.37,30,361.8,160.79
9101,8/12/2010,8,2010,North,Search,General,Premium,17.40,1.45,0.15,558,4321,0.04,2.61,1.00,60,6717.28,194.82
9102,11/2/2010,11,2010,North,Social Media,Seasonal,Premium,15.00,1.25,0.22,601,16660,0.10,3.28,0.37,90,0,229.95
9103,6/8/2010,6,2010,North,Search,Seasonal,Premium,2.95,2.95,0.09,92,1255,0.14,2.58,-1.00,30,317.09,125.33
9104,5/16/2011,5,2011,North,Influencer,General,Premium,10.20,0.85,0.25,248,3155,0.05,4.94,-0.37,28,1783.27,192.95
9105,3/24/2011,3,2011,North,Email,General,Premium,9.75,3.25,0.28,327,6786,0.08,7.62,1.00,30,1794.12,94.15
9106,12/1/2010,12,2010,North,Email,General,Standard,9.95,9.95,0.46,325,11055,0.06,0.97,1.00,28,0,90.71
9107,8/25/2010,8,2010,North,Search,General,Premium,4.95,4.95,0.33,290,2861,0.06,3.86,-1.37,60,7049.94,88.27
9108,10/26/2010,10,2010,North,Affiliate,General,Premium,1.65,1.65,0.37,117,3472,0.02,1.09,-0.37,21,574.92,108.42
9109,1/8/2010,1,2010,North,Social Media,General,Premium,15.00,1.25,0.06,95,2381,0.08,5.6,1.37,28,457.35,163.34
9110,2/24/2010,2,2010,North,Email,General,Premium,1.70,0.85,0.32,327,9303,0.11,0,1.37,28,1213.87,178.90
9111,12/5/2009,12,2009,North,Email,Storage,Premium,10.20,0.85,0.13,287,4914,0.07,4.86,1.00,21,72.86,169.61
9112,4/29/2010,4,2010,North,Email,Storage,Premium,5.00,1.25,0.29,105,2340,0.05,5.92,0.37,7,1346.84,94.97
9113,9/28/2011,9,2011,North,TV,Stationery,Premium,7.50,3.75,0.11,104,2280,0.12,3.31,-1.00,30,2065.36,98.77
9114,11/5/2010,11,2010,North,Search,General,Premium,14.85,4.95,0.13,208,2870,0.03,5.72,0.37,14,0,100.10
9115,10/31/2010,10,2010,North,Social Media,General,Premium,1309.48,15.95,0.11,269,13961,0.02,2.11,-0.37,0,88.9,111.94
9116,8/18/2010,8,2010,North,Social Media,General,Premium,0.00,0.42,0.60,162,5488,0.00,3.38,-1.37,30,1914.2,179.83
9117,12/5/2010,12,2010,North,Influencer,General,Standard,2.95,2.95,0.19,288,5464,0.02,7.08,1.00,28,386.61,113.08
9118,7/3/2011,7,2011,North,Social Media,Seasonal,Standard,8.32,2.08,0.21,162,3257,0.03,0,-1.37,28,429.01,83.29
9119,9/20/2010,9,2010,North,Affiliate,Stationery,Standard,5.04,0.42,0.19,80,4462,0.11,5.59,-1.00,28,253.62,147.54
9120,9/4/2011,9,2011,North,Social Media,General,Premium,14.85,4.95,0.08,183,1491,0.04,3.18,-1.00,14,4500.04,71.35
9121,3/18/2010,3,2010,North,Email,Storage,Premium,8.50,0.85,0.23,356,3772,0.01,4.82,1.00,30,35008.48,172.75
9122,8/25/2010,8,2010,North,Social Media,Storage,Premium,4.95,1.65,0.28,845,15791,0.17,6.6,-1.37,21,2326.24,176.94
9123,4/16/2010,4,2010,North,Email,Kitchen,Premium,10.20,0.85,0.03,154,4089,0.06,0,0.37,90,244.2,189.45
9124,9/29/2010,9,2010,North,TV,Storage,Premium,15.00,3.75,0.16,227,3341,0.08,1.03,-1.00,30,3622.93,107.48
9125,11/9/2010,11,2010,North,Email,Seasonal,Premium,15.00,3.75,0.60,488,4473,0.07,6.54,0.37,21,1638.73,103.08
9126,6/30/2010,6,2010,North,Social Media,Storage,Premium,13.20,1.65,0.18,418,5194,0.06,2.63,-1.00,14,68522.08,156.98
9127,11/29/2010,11,2010,North,Social Media,Seasonal,Premium,3.30,1.65,0.18,428,12670,0.09,3.62,0.37,90,6362.4,186.61
9128,11/13/2011,11,2011,North,Social Media,General,Premium,70.80,7.08,0.07,317,3386,0.01,0,0.37,21,72706.9,117.98
9129,11/11/2011,11,2011,North,Email,General,Premium,34.56,0.72,0.10,183,3675,0.02,8.18,0.37,14,109514.87,172.20
9130,2/11/2011,2,2011,North,Influencer,General,Premium,10.08,0.42,0.25,0,2167,0.06,5.17,1.37,7,2942.67,269.23
9131,5/24/2011,5,2011,North,Email,Lighting,Premium,6.60,1.65,0.34,397,5491,0.12,2.33,-0.37,30,8680.79,160.03
9132,10/31/2010,10,2010,North,Social Media,Storage,Premium,5.96,1.49,0.49,18,682,0.06,2.53,-0.37,90,4626.52,102.41
9133,2/26/2010,2,2010,North,TV,Stationery,Premium,5.04,0.42,0.18,215,2955,0.03,4.46,1.37,14,59701.18,187.34
9134,11/7/2010,11,2010,North,Search,Stationery,Budget,0.00,0.85,0.45,578,14448,0.00,5.04,0.37,90,406.03,192.43
9135,7/16/2010,7,2010,North,Email,General,Premium,15.00,1.25,0.05,262,9412,0.07,0.6,-1.37,90,725.96,161.41
9136,11/9/2010,11,2010,North,Email,Storage,Premium,2.95,2.95,0.00,406,4109,0.10,5.07,0.37,30,1130.26,131.86
9137,1/27/2011,1,2011,North,Email,General,Premium,8.95,8.95,0.00,24,883,0.03,0,1.37,30,8221.38,82.30
9138,12/3/2009,12,2009,North,Social Media,Lighting,Premium,30.00,1.25,0.31,441,11435,0.04,2.95,1.00,28,912.55,199.91
9139,10/6/2011,10,2011,North,Influencer,General,Standard,25.50,145.31,0.28,1314,18883,0.03,0,-0.37,14,189.87,58.77
9140,1/4/2011,1,2011,North,Search,General,Premium,1.25,1.25,0.29,262,9768,0.15,3.16,1.37,60,32756.41,208.90
9141,12/1/2010,12,2010,North,Influencer,Seasonal,Standard,17.70,2.95,0.29,204,7933,0.05,0,1.00,30,283.14,126.38
9142,7/18/2010,7,2010,North,Email,General,Premium,7.80,0.65,0.20,33,355,0.07,0.89,-1.37,28,2267.78,111.75
9143,3/28/2010,3,2010,North,Affiliate,General,Premium,1699.40,1.95,0.31,19,312,0.01,0.14,1.00,90,82.85,159.20
9144,10/9/2011,10,2011,North,Affiliate,General,Premium,1040.01,2.1,0.05,210,2778,0.04,1.39,-0.37,7,2484.65,142.22
9145,3/6/2011,3,2011,North,Affiliate,General,Premium,11.80,2.95,0.42,464,7112,0.00,4.61,1.00,0,2525.01,100.69
9146,11/26/2010,11,2010,North,Social Media,General,Premium,35.40,2.95,0.23,446,14923,0.06,2.19,0.37,30,1211.46,158.86
9147,12/2/2009,12,2009,North,Social Media,Storage,Premium,13.20,238.87,0.25,112,1714,0.02,1.22,1.00,60,496.02,98.70
9148,11/10/2010,11,2010,North,Search,Stationery,Premium,10.50,0.42,0.02,271,5969,0.13,4.15,0.37,14,1001.13,280.56
9149,6/5/2011,6,2011,North,Search,General,Premium,0.85,0.85,0.02,316,1663,0.02,1.66,-1.00,28,16.75,179.34
9150,5/2/2010,5,2010,North,Affiliate,Kitchen,Premium,2.50,1.25,0.05,70,1039,0.19,2.02,-0.37,0,40.8,138.08
9151,1/5/2011,1,2011,North,TV,General,Premium,10.20,0.85,0.18,170,2781,0.05,6.01,1.37,7,9944.06,127.00
9152,8/28/2011,8,2011,North,Affiliate,Kitchen,Premium,4.95,1.65,0.14,351,19892,0.06,8.21,-1.37,90,1422.43,130.54
9153,4/7/2011,4,2011,North,TV,Storage,Premium,2.08,2.08,0.33,546,15061,0.02,3.27,0.37,28,3598.27,94.92
9154,11/30/2010,11,2010,North,Search,General,Premium,6.00,0.25,0.54,64,1242,0.04,7.64,0.37,30,5983.96,206.89
9155,11/21/2010,11,2010,North,Affiliate,Storage,Premium,10.20,0.85,0.45,128,2517,0.03,3.23,0.37,90,2835.3,143.08
9156,9/28/2010,9,2010,North,Search,General,Premium,59.70,9.95,0.27,0,6997,0.05,1.94,-1.00,7,103617.3,78.18
9157,9/13/2011,9,2011,North,Affiliate,General,Budget,20.28,1.69,0.30,278,2391,0.07,3.18,-1.00,60,127.02,105.95
9158,10/7/2011,10,2011,North,Social Media,Seasonal,Premium,3.30,1.65,0.32,378,8832,0.01,4.4,-0.37,90,783.93,126.41
9159,12/1/2010,12,2010,North,Email,General,Premium,15.30,2.55,0.16,631,7016,0.35,8.56,1.00,14,46363.08,243.35
9160,9/22/2011,9,2011,North,Email,Seasonal,Premium,37.44,0.39,0.10,136,1853,0.01,1.79,-1.00,21,82806.11,193.29
9161,12/1/2010,12,2010,North,Search,General,Standard,1.90,0.95,0.14,800,25395,0.01,2.53,1.00,90,473.61,206.43
9162,6/11/2010,6,2010,North,Social Media,Lighting,Premium,8.40,2.1,0.09,232,2795,0.15,6.56,-1.00,90,273.35,150.24
9163,7/3/2011,7,2011,North,Affiliate,General,Premium,23.85,7.95,0.16,378,14530,0.07,2,-1.37,14,2742.25,76.25
9164,9/30/2010,9,2010,North,Email,Stationery,Standard,1.25,1.25,0.00,612,8722,0.10,2.75,-1.00,60,244.37,166.85
9165,4/7/2011,4,2011,North,Influencer,Kitchen,Premium,15.00,1.25,0.08,113,3820,0.04,1.65,0.37,7,7876.31,166.73
9166,11/19/2010,11,2010,North,Social Media,General,Premium,1.25,1.25,0.04,95,799,0.03,3.53,0.37,7,737.97,120.84
9167,8/18/2010,8,2010,North,Affiliate,Storage,Premium,100.80,0.42,0.01,767,7747,0.04,3.44,-1.37,14,1213.82,229.95
9168,3/24/2011,3,2011,North,Email,Stationery,Standard,9.90,4.95,0.22,397,10615,0.08,4.19,1.00,0,889.8,112.90
9169,4/7/2010,4,2010,North,TV,General,Premium,7.50,1.25,0.50,154,10805,0.10,1.95,0.37,0,2332.03,127.25
9170,12/8/2009,12,2009,North,Affiliate,Storage,Premium,163.20,2.55,0.14,1490,48729,0.05,3.92,1.00,0,1214.61,159.10
9171,1/26/2011,1,2011,East,Email,General,Premium,15.00,3.75,0.15,101,2244,0.06,4.01,1.37,21,2946.22,115.17
9172,7/7/2011,7,2011,North,Affiliate,Storage,Premium,16.50,1.65,0.12,401,9586,0.03,1.4,-1.37,28,0,114.35
9173,2/5/2010,2,2010,North,Social Media,General,Standard,10.95,10.95,0.18,599,15675,0.01,1.28,1.37,30,51.15,106.77
9174,5/4/2011,5,2011,North,Email,Storage,Premium,12.48,2.08,0.21,396,12210,0.18,3.07,-0.37,30,5538.32,183.55
9175,11/23/2011,11,2011,North,TV,General,Premium,0.65,0.65,0.15,250,10751,0.03,2.16,0.37,60,11225.43,171.40
9176,2/16/2011,2,2011,North,Affiliate,Stationery,Premium,90.00,18,0.19,405,3321,0.05,5.83,1.37,90,2641.67,97.52
9177,12/12/2010,12,2010,North,Email,General,Budget,9.95,9.95,0.28,325,18219,0.08,1.66,1.00,90,90.6,112.80
9178,12/21/2010,12,2010,North,Social Media,General,Premium,3.75,1.25,0.14,434,4451,0.11,5.53,1.00,30,27068.19,208.32
